date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
2014-02-05,403000.0,3,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0
2014-02-05,750000.0,3,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009
2014-02-05,335000.0,3,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000
2014-02-05,260000.0,4,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0
2014-02-05,308500.0,2,1.0,850,6174,1.0,0,0,4,850,0,1950,1983
2014-02-05,439950.0,3,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009
2014-02-05,235000.0,2,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0
2014-02-05,315000.0,3,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997
2014-02-05,437500.0,3,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0
2014-02-05,407500.0,3,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0
2014-02-05,445700.0,3,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0
2014-02-05,838000.0,4,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0
2014-02-05,630000.0,4,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0
2014-02-05,550000.0,3,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014
2014-02-05,805000.0,3,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0
2014-02-05,284000.0,3,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997
2014-02-05,470000.0,5,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0
2014-02-05,430000.0,4,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979
2014-02-05,491500.0,4,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997
2014-02-05,785000.0,5,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0
2014-02-05,385000.0,3,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0
2014-02-05,295000.0,2,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0
2014-02-05,555000.0,4,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912
2014-02-05,459990.0,3,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923
2014-02-05,625000.0,4,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0
2014-02-05,300000.0,3,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0
2014-03-05,625000.0,4,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912
2014-03-05,553000.0,2,1.0,900,5000,1.0,0,0,3,900,0,1944,0
2014-03-05,379880.0,3,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0
2014-03-05,310000.0,3,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0
2014-04-05,775000.0,2,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003
2014-04-05,365000.0,3,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0
2014-04-05,331950.0,4,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009
2014-04-05,783500.0,3,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0
2014-04-05,628000.0,4,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005
2014-05-05,560000.0,3,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000
2014-05-05,900000.0,3,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1954
2014-05-05,531000.0,2,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0
2014-05-05,831000.0,4,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011
2014-05-05,780000.0,4,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0
2014-05-05,755000.0,4,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001
2014-05-05,705380.0,3,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0
2014-05-05,627000.0,4,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013
2014-05-05,865000.0,4,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006
2014-05-05,580000.0,2,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0
2014-05-05,410000.0,3,2.25,1800,36704,1.0,0,0,4,1360,440,1978,2000
2014-05-05,485000.0,4,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0
2014-05-05,400000.0,2,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0
2014-05-05,549000.0,2,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0
2014-05-05,620000.0,3,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0
2014-05-05,405000.0,2,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0
2014-05-05,232000.0,2,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972
2014-05-05,800866.0,5,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0
2014-05-05,650000.0,3,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985
2014-05-05,823000.0,6,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0
2014-05-05,770000.0,3,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989
2014-05-05,524000.0,3,1.75,1560,5520,1.0,0,0,4,780,780,1944,0
2014-05-05,541125.0,5,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001
2014-05-05,670000.0,3,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998
2014-05-05,384900.0,5,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997
2014-05-05,406100.0,3,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0
2014-05-05,1395000.0,5,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0
2014-05-05,736500.0,4,2.5,3180,21904,2.0,0,3,3,3180,0,2000,0
2014-05-05,570000.0,3,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0
2014-05-05,787000.0,3,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004
2014-05-05,328000.0,4,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006
2014-05-05,435000.0,5,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958
2014-05-05,499000.0,4,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0
2014-05-05,501000.0,4,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008
2014-05-05,1090000.0,4,2.5,4340,141570,2.5,0,0,3,4340,0,1992,0
2014-05-05,400000.0,2,1.0,840,5510,1.0,0,0,3,840,0,1955,2005
2014-05-05,220000.0,4,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0
2014-05-05,657100.0,4,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011
2014-05-05,309950.0,4,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0
2014-05-05,300000.0,3,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0
2014-05-05,525888.0,5,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0
2014-05-05,740000.0,4,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0
2014-05-05,340000.0,5,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0
2014-05-05,398750.0,3,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005
2014-05-05,206000.0,2,1.0,810,7158,1.0,0,0,5,810,0,1944,0
2014-05-05,1030000.0,5,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0
2014-05-05,600000.0,3,1.75,1670,39639,1.0,0,0,4,1670,0,1976,1992
2014-05-05,379950.0,4,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0
2014-05-05,287000.0,3,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983
2014-05-05,2280000.0,7,8.0,13540,307752,3.0,0,4,3,9410,4130,1999,0
2014-05-05,309950.0,3,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0
2014-05-05,600000.0,3,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0
2014-05-05,418000.0,3,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0
2014-05-05,449250.0,4,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970
2014-05-05,329950.0,2,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985
2014-05-05,245000.0,3,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0
2014-05-05,549000.0,4,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0
2014-05-05,800000.0,3,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0
2014-05-05,249950.0,3,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972
2014-05-05,210000.0,5,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001
2014-05-05,1425000.0,2,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0
2014-05-05,585000.0,2,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998
2014-05-05,615000.0,4,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0
2014-05-05,618500.0,3,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982
2014-05-05,487585.0,4,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004
2014-05-05,509900.0,3,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0
2014-05-05,631625.0,4,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0
2014-05-05,555000.0,3,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0
2014-05-05,340000.0,2,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0
2014-05-05,830000.0,4,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0
2014-05-05,890000.0,4,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0
2014-05-05,366750.0,3,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0
2014-05-05,415000.0,3,2.25,1620,998,2.5,0,0,3,1540,80,2010,0
2014-05-05,416286.0,3,2.5,1408,989,3.0,0,0,3,1408,0,2005,0
2014-05-05,478000.0,3,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0
2014-05-05,890000.0,5,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0
2014-05-05,419190.0,2,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0
2014-05-05,712198.0,4,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923
2014-06-05,397000.0,4,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0
2014-06-05,450000.0,2,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005
2014-06-05,353000.0,3,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988
2014-06-05,609000.0,4,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0
2014-06-05,234000.0,3,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0
2014-06-05,561000.0,3,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986
2014-06-05,469000.0,2,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011
2014-06-05,329350.0,2,1.0,720,6687,1.0,0,0,3,720,0,1942,1999
2014-06-05,488000.0,5,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0
2014-06-05,279900.0,3,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0
2014-06-05,606000.0,4,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000
2014-06-05,312000.0,4,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013
2014-06-05,650000.0,3,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996
2014-06-05,1135000.0,4,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014
2014-06-05,325000.0,4,2.5,1890,6156,1.0,0,0,3,980,910,1980,0
2014-06-05,425000.0,4,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0
2014-06-05,219000.0,2,1.0,900,5160,1.0,0,0,3,900,0,1952,2008
2014-06-05,250000.0,3,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005
2014-06-05,390000.0,3,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0
2014-06-05,475000.0,6,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011
2014-06-05,736000.0,4,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0
2014-06-05,407000.0,4,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004
2014-06-05,272000.0,3,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006
2014-06-05,362000.0,3,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0
2014-06-05,535000.0,3,2.5,1850,10109,2.0,0,0,3,1850,0,1991,0
2014-06-05,284000.0,4,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0
2014-06-05,367500.0,3,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004
2014-06-05,379900.0,4,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009
2014-06-05,520000.0,3,2.5,2460,54885,2.0,0,0,4,2460,0,1980,0
2014-06-05,175000.0,3,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005
2014-06-05,460000.0,2,2.25,1230,929,2.0,0,0,3,1020,210,2004,2003
2014-06-05,345000.0,4,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0
2014-06-05,455000.0,5,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0
2014-06-05,610000.0,4,3.0,2450,10117,1.0,0,0,5,1580,870,1967,0
2014-06-05,563000.0,4,3.0,3100,15480,2.0,0,0,3,2400,700,1996,0
2014-06-05,612500.0,4,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013
2014-06-05,218000.0,3,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014
2014-06-05,404000.0,4,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004
2014-06-05,860000.0,4,2.0,3740,32417,2.0,0,0,3,3740,0,2000,0
2014-06-05,136500.0,3,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003
2014-06-05,313950.0,3,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001
2014-06-05,575000.0,3,1.75,2130,6500,1.0,0,2,3,1170,960,1954,2005
2014-06-05,1225000.0,4,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,0
2014-06-05,280000.0,3,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0
2014-06-05,515000.0,3,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0
2014-06-05,513000.0,4,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0
2014-06-05,599000.0,4,2.25,2260,29930,2.0,0,0,4,1400,860,1977,0
2014-06-05,685000.0,4,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0
2014-06-05,365000.0,3,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005
2014-06-05,762300.0,4,2.5,3880,14550,2.0,0,0,3,3880,0,1987,2000
2014-06-05,1580000.0,4,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,0
2014-06-05,562000.0,5,2.25,3040,8111,2.0,0,0,3,3040,0,1984,0
2014-06-05,530000.0,5,2.5,2910,9636,1.0,0,0,4,1690,1220,1964,0
2014-06-05,525000.0,3,2.5,2970,11985,1.0,0,0,3,1770,1200,1995,0
2014-06-05,484000.0,2,1.75,1660,6000,1.0,0,0,3,1160,500,1942,1999
2014-06-05,725126.0,4,2.5,3200,12369,2.0,0,0,3,3200,0,1998,2006
2014-06-05,360000.0,4,2.0,2680,18768,1.0,0,0,5,2680,0,1965,0
2014-06-05,387000.0,3,1.0,1230,9568,1.0,0,0,5,1230,0,1962,0
2014-06-05,483500.0,4,2.5,2740,45732,2.0,0,0,3,2740,0,1995,0
2014-06-05,655500.0,4,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0
2014-06-05,345000.0,3,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001
2014-06-05,533000.0,5,2.75,1800,3780,1.5,0,0,3,1400,400,1926,2003
2014-06-05,385000.0,3,1.75,1900,5520,1.0,0,0,3,1280,620,1982,0
2014-06-05,675000.0,2,1.0,930,36478,1.0,0,2,3,930,0,1951,1994
2014-06-05,197000.0,3,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992
2014-06-05,485000.0,3,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013
2014-06-05,1870000.0,5,4.0,4510,15175,2.0,0,0,3,4510,0,1969,2002
2014-06-05,295000.0,3,2.25,1980,8000,1.0,0,0,4,1560,420,1974,0
2014-06-05,499000.0,2,1.75,1170,2400,1.0,0,0,4,740,430,1903,0
2014-06-05,1050000.0,3,2.5,2200,1970,2.0,0,0,3,1610,590,2008,0
2014-06-05,191000.0,3,1.5,800,8850,1.0,0,0,4,800,0,1959,0
2014-06-05,500000.0,3,2.5,1480,1171,3.0,0,0,3,1480,0,2006,0
2014-06-05,390000.0,5,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0
2014-06-05,979000.0,3,2.5,2690,4047,3.0,0,0,3,2690,0,2014,0
2014-06-05,580000.0,4,3.25,3569,8327,2.0,0,0,3,3569,0,2013,1923
2014-06-05,369950.0,3,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0
2014-06-05,1800000.0,5,5.0,4490,10279,2.0,0,0,3,3930,560,2013,1923
2014-06-05,776000.0,4,2.5,3040,6425,2.0,0,0,3,3040,0,2008,0
2014-07-05,519950.0,3,2.25,1170,1249,3.0,0,0,3,1170,0,2014,0
2014-07-05,255000.0,5,2.25,2060,8632,1.0,0,0,3,1030,1030,1962,2003
2014-07-05,495000.0,3,1.0,990,6000,1.0,0,0,3,990,0,1943,2002
2014-07-05,510000.0,4,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0
2014-07-05,1150000.0,4,4.0,4460,103382,2.0,0,0,3,4460,0,2001,0
2014-07-05,253000.0,3,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0
2014-07-05,503000.0,3,2.75,1540,6760,1.0,0,0,5,1210,330,1980,0
2014-07-05,275000.0,3,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0
2014-07-05,249000.0,3,1.0,1110,8423,1.0,0,0,3,1110,0,1952,2008
2014-07-05,310000.0,3,1.75,1840,10723,1.0,0,0,4,1220,620,1974,0
2014-07-05,750000.0,3,2.75,2520,5401,1.0,0,0,4,1360,1160,1946,1989
2014-07-05,630000.0,3,2.5,2680,327135,2.0,0,0,3,2680,0,1995,0
2014-07-05,599999.0,9,4.5,3830,6988,2.5,0,0,3,2450,1380,1938,2003
2014-07-05,758000.0,4,2.75,2410,9549,1.0,0,0,4,1780,630,1956,0
2014-07-05,248500.0,4,1.75,1720,10018,1.0,0,0,5,1720,0,1960,0
2014-07-05,310000.0,3,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0
2014-07-05,460000.0,3,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0
2014-07-05,675000.0,3,1.75,1680,10500,1.0,0,0,4,1680,0,1959,0
2014-07-05,526000.0,2,2.0,1550,2400,1.5,0,0,4,1550,0,1900,1971
2014-07-05,560000.0,3,3.0,4120,60392,2.0,0,2,3,3180,940,1994,0
2014-07-05,415000.0,4,3.0,1830,9548,2.0,0,0,3,1830,0,1991,0
2014-07-05,246000.0,3,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0
2014-07-05,314500.0,3,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001
2014-07-05,3200000.0,7,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0
2014-07-05,420000.0,2,1.5,1040,3500,1.5,0,0,4,1040,0,1904,0
2014-07-05,535000.0,3,1.75,2720,149410,1.5,0,0,3,2720,0,1988,2000
2014-07-05,350000.0,3,1.0,1010,9360,1.0,0,0,3,1010,0,1981,2013
2014-07-05,515000.0,3,1.75,1580,9147,1.0,0,1,4,1210,370,1967,0
2014-07-05,749950.0,4,2.75,2600,6050,2.0,0,0,5,1960,640,1949,0
2014-07-05,230000.0,3,2.5,1920,9180,2.0,0,0,3,1920,0,1988,2000
2014-07-05,568000.0,3,2.0,2350,5080,1.5,0,0,3,1780,570,1929,0
2014-07-05,250000.0,1,1.0,1100,4373,1.0,0,0,2,820,280,1947,0
2014-07-05,581000.0,4,2.0,2510,13695,1.0,0,0,4,1280,1230,1961,2001
2014-07-05,651000.0,3,2.5,3240,108366,2.0,0,0,4,3240,0,1991,0
2014-07-05,600000.0,3,2.5,2460,108900,1.0,0,0,4,1860,600,1977,0
2014-07-05,500000.0,2,1.0,1010,3885,1.5,0,0,4,1010,0,1906,1990
2014-07-05,475000.0,2,1.0,820,2723,1.0,0,0,3,820,0,1921,2000
2014-07-05,352000.0,5,2.5,2420,8560,1.0,0,2,3,1620,800,1978,0
2014-07-05,420000.0,3,2.25,1770,8165,2.0,0,0,3,1770,0,1977,2004
2014-07-05,428000.0,2,2.0,1350,3900,1.0,0,0,3,1350,0,2003,0
2014-07-05,599000.0,3,1.75,1960,4788,1.0,0,0,4,1090,870,1920,0
2014-07-05,492000.0,4,2.5,3305,16164,1.5,0,0,5,2245,1060,1922,1956
2014-07-05,630000.0,2,2.25,2550,5663,1.0,0,0,3,1720,830,2011,0
2014-07-05,900000.0,5,3.75,4130,226076,2.0,0,0,3,3170,960,1985,0
2014-07-05,1110000.0,4,1.5,2310,13300,1.0,0,0,3,1890,420,1950,2005
2014-07-05,575000.0,4,2.0,1650,5000,1.0,0,0,3,1650,0,1955,2005
2014-07-05,705000.0,4,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013
2014-07-05,940000.0,4,2.25,1890,5940,1.0,0,1,3,1470,420,1963,2008
2014-07-05,313000.0,3,1.75,2190,8000,1.0,0,0,4,2190,0,1967,0
2014-07-05,618080.0,3,2.5,2030,6500,2.0,0,0,3,2030,0,1988,2000
2014-07-05,640000.0,3,3.0,2270,5175,2.0,0,0,3,2130,140,2002,0
2014-07-05,485000.0,3,2.0,1610,4160,1.0,0,0,4,1010,600,1917,0
2014-07-05,300000.0,2,1.0,760,3001,1.0,0,0,3,760,0,1913,1983
2014-07-05,379500.0,2,1.0,1640,17335,1.0,0,0,3,840,800,1978,0
2014-07-05,339950.0,3,2.25,1630,12295,2.0,0,0,4,1630,0,1985,0
2014-07-05,1500000.0,6,2.5,3560,6480,2.5,0,0,4,3560,0,1914,1945
2014-07-05,1340000.0,3,3.0,2960,5500,2.0,0,2,3,2440,520,1937,1990
2014-07-05,500000.0,3,2.5,1940,37565,1.0,0,0,4,1940,0,1987,0
2014-07-05,239900.0,3,2.0,1410,7566,1.0,0,0,3,1410,0,1985,0
2014-07-05,314950.0,3,1.0,1040,16986,1.0,0,0,4,1040,0,1968,0
2014-07-05,361280.0,2,1.0,820,6400,1.0,0,0,4,820,0,1944,0
2014-07-05,100000.0,2,1.0,910,22000,1.0,0,0,3,910,0,1956,2001
2014-07-05,540000.0,7,5.75,3700,7647,2.0,0,1,3,3700,0,1948,1984
2014-07-05,480500.0,4,2.5,2180,11200,1.0,0,0,4,2180,0,1968,0
2014-07-05,280000.0,3,2.5,1600,4271,2.0,0,0,3,1600,0,2000,0
2014-07-05,440000.0,3,1.75,1500,6180,1.0,0,0,4,1060,440,1947,1988
2014-07-05,530000.0,3,1.0,1340,4284,1.0,0,0,3,1080,260,1910,2006
2014-07-05,560000.0,3,2.0,1860,13374,1.0,0,0,3,1860,0,1985,0
2014-07-05,775000.0,3,2.0,2540,7200,1.5,0,3,4,1600,940,1905,0
2014-07-05,160000.0,2,1.0,1040,13100,1.0,0,0,5,1040,0,1912,0
2014-07-05,209950.0,3,1.5,1380,11130,1.0,0,0,3,1380,0,1960,2012
2014-07-05,226500.0,3,1.75,1640,10762,1.0,0,0,3,1130,510,1988,2000
2014-07-05,380000.0,5,1.75,3000,6000,1.0,0,0,5,1500,1500,1958,0
2014-07-05,409500.0,4,2.75,2140,13000,1.0,0,0,3,1320,820,1968,1997
2014-07-05,690000.0,3,2.0,1760,6428,1.0,0,0,4,980,780,1942,1982
2014-07-05,405000.0,3,2.25,1660,8307,1.0,0,0,4,1660,0,1961,2001
2014-07-05,375000.0,3,2.5,1830,13042,2.0,0,0,3,1830,0,1990,2009
2014-07-05,794154.0,4,2.0,2210,8556,1.0,0,1,4,1210,1000,1954,1979
2014-07-05,185000.0,4,1.0,1490,6600,1.0,0,0,3,1490,0,1969,2010
2014-07-05,245000.0,3,1.5,1260,1270,2.0,0,0,3,1040,220,2005,0
2014-07-05,1532500.0,5,4.5,4270,8076,2.0,0,0,3,3400,870,2007,0
2014-07-05,1040000.0,4,3.5,3900,8391,2.0,0,0,3,3900,0,2006,0
